Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
smallset/skew08/part08,8,68.11,7,65.92,16827908096.00,561822.06,22512871424.00,3549853184.00,38508790,22251243,8528058,365192,0,22250331,0
smallset/sorted08/part01,8,75.58,0,73.71,18462068736.00,174394.02,23834992640.00,20445097984.00,35575679,22250919,10292620,16027401,0,22250234,0
smallset/sorted08/part02,8,75.58,1,73.87,18271123456.00,176007.48,23435702272.00,20610099200.00,35591238,22250793,10100839,16009140,0,22250186,0
smallset/sorted08/part03,8,75.58,2,74.21,18045501440.00,325679.16,23263019008.00,20982138880.00,35436609,22251369,11109886,16411404,0,22250376,2
smallset/sorted08/part04,8,75.58,3,74.10,18751143936.00,74321.84,23687598080.00,20692410368.00,35311411,22250468,9578687,16027059,0,22250079,2
smallset/sorted08/part05,8,75.58,4,74.39,18701019136.00,99819.51,23807819776.00,20864815104.00,35528069,22250369,9779645,16086058,0,22250049,1
smallset/sorted08/part06,8,75.58,5,72.52,18888953856.00,169752.56,24315881472.00,18658676736.00,35325919,22250291,10248926,14247408,0,22250022,1
smallset/sorted08/part07,8,75.58,6,61.60,19550693376.00,850830.19,24265216000.00,9047864320.00,33124881,22253084,10411310,5546353,0,22250959,0
smallset/sorted08/part08,8,75.58,7,66.12,18478303232.00,148493.44,23452082176.00,13801059328.00,35138334,22250327,10688616,10062478,0,22250025,2
smallset/skew16/part01,16,346.49,0,342.10,264197455872.00,1260991.62,267755143168.00,2929410560.00,19438425,11125514,81451412,70148,0,11125132,0
smallset/skew16/part02,16,346.49,1,337.80,258822225920.00,1191168.12,262368624640.00,2954593792.00,19333415,11125543,80673404,73755,0,11125139,1
smallset/skew16/part03,16,346.49,2,324.46,248094670848.00,1096912.00,251561836544.00,2943265536.00,19187801,11125448,78291196,69435,0,11125112,0
smallset/skew16/part04,16,346.49,3,342.16,266747133952.00,1137187.62,270287929344.00,2899154176.00,19460650,11125652,82136310,75832,0,11125175,1
smallset/skew16/part05,16,346.49,4,340.94,263799554048.00,1892128.12,267401478144.00,2896191744.00,19404406,11125854,81465661,78072,0,11125244,0
smallset/skew16/part06,16,346.49,5,344.52,268004294656.00,1447143.38,271689285632.00,2842736128.00,19623665,11125831,81002103,81118,0,11125234,0
smallset/skew16/part07,16,346.49,6,344.62,266674339840.00,949091.94,270260568064.00,2786358528.00,19615999,11125400,77094405,71402,0,11125092,2
smallset/skew16/part08,16,346.49,7,345.38,270890860544.00,464698.28,274437636096.00,2719413504.00,19765836,11125229,77195341,72141,0,11125039,0
smallset/skew16/part09,16,346.49,8,343.36,267943133184.00,832459.50,271140618240.00,2812680704.00,19507266,11125332,78858846,64156,0,11125071,1
smallset/skew16/part10,16,346.49,9,337.89,261367726080.00,807155.50,264552464384.00,2865356800.00,19328502,11125335,78980661,62147,0,11125072,0
smallset/skew16/part11,16,346.49,10,341.58,267234197504.00,975844.50,270380924928.00,2853612544.00,19426204,11125387,80354427,62595,0,11125090,0
smallset/skew16/part12,16,346.49,11,341.90,264818982912.00,710259.38,268028968960.00,2867047680.00,19412780,11125357,79611141,61528,0,11125074,3
smallset/skew16/part13,16,346.49,12,323.61,248138137600.00,1142647.38,251264974848.00,2867560192.00,19150421,11125456,76549268,64135,0,11125111,1
smallset/skew16/part14,16,346.49,13,341.16,262705315840.00,810281.69,265912942592.00,2840956416.00,19375473,11125484,79242472,59833,0,11125121,3
smallset/skew16/part15,16,346.49,14,340.54,260344446976.00,1058558.38,263543209984.00,2841394432.00,19356050,11125525,78354534,56895,0,11125133,1
smallset/skew16/part16,16,346.49,15,344.91,267213963264.00,1139377.88,270437040128.00,2806562560.00,19611113,11125571,77376420,56774,0,11125154,0
smallset/sorted16/part01,16,375.36,0,372.98,216618516480.00,681494.12,265860153344.00,48392138752.00,17716129,11125275,78255743,16991550,0,11125049,3
smallset/sorted16/part02,16,375.36,1,370.58,216861343744.00,652451.12,264303689728.00,48254533632.00,17693477,11125394,79289056,16992250,0,11125083,3
smallset/sorted16/part03,16,375.36,2,342.25,189334323200.00,3988158.50,236708249600.00,48193720320.00,16704897,11126931,74735617,16541148,0,11125578,2
smallset/sorted16/part04,16,375.36,3,372.69,216917491712.00,1106544.75,265599680512.00,48093646848.00,17685239,11125377,78692364,17533070,0,11125081,1
smallset/sorted16/part05,16,375.36,4,367.16,214727376896.00,1024237.69,259321593856.00,48281509888.00,17769907,11125649,78306775,17426930,0,11125168,2
smallset/sorted16/part06,16,375.36,5,357.18,201749938176.00,1775250.25,250499072000.00,47970852864.00,17019106,11126023,76935224,16574059,0,11125292,3
smallset/sorted16/part07,16,375.36,6,373.34,217632866304.00,397346.47,267311054848.00,47794700288.00,17775534,11125252,75319609,15296591,0,11125047,1
smallset/sorted16/part08,16,375.36,7,374.26,222435573760.00,186118.42,272014196736.00,47277993984.00,18241763,11125118,74094033,15252528,0,11125002,1
smallset/sorted16/part09,16,375.36,8,364.74,211858669568.00,382435.03,261166743552.00,48274190336.00,17294839,11125272,79070364,16282732,0,11125049,3
smallset/sorted16/part10,16,375.36,9,372.07,218023690240.00,628382.19,267589369856.00,48441683968.00,17652813,11125206,79329435,16373098,0,11125024,2
smallset/sorted16/part11,16,375.36,10,353.47,202121969664.00,270165.41,251293532160.00,47881830400.00,16930005,11125175,77376214,16143577,0,11125007,1
smallset/sorted16/part12,16,375.36,11,339.37,189387882496.00,2015124.25,237419249664.00,48434327552.00,16669527,11125860,74733137,16321350,0,11125208,3
smallset/sorted16/part13,16,375.36,12,373.17,220608806912.00,423462.66,270175698944.00,47906066432.00,17853316,11125186,79014836,16256051,0,11125019,3
smallset/sorted16/part14,16,375.36,13,366.14,215059922944.00,891491.62,260186095616.00,48173404160.00,17751914,11125554,78220499,16576492,0,11125140,2
smallset/sorted16/part15,16,375.36,14,370.59,216830722048.00,510432.34,264571486208.00,48360964096.00,17713728,11125323,78853697,16419227,0,11125058,2
smallset/sorted16/part16,16,375.36,15,372.59,216606457856.00,771318.75,265363832832.00,48127889408.00,17712217,11125395,78233534,16662872,0,11125089,2
smallset/skew32/part01,32,454.00,0,427.38,327449378816.00,2068025.38,333404700672.00,2622849280.00,9818018,5562756,43810714,105822,0,5562559,2
smallset/skew32/part02,32,454.00,1,444.57,347113488384.00,3219115.75,353057275904.00,2609537792.00,9754409,5562867,43461215,106976,0,5562598,1
smallset/skew32/part03,32,454.00,2,448.57,349636788224.00,1770032.88,355447373824.00,2615213312.00,9857248,5562753,43356046,111629,0,5562561,0
smallset/skew32/part04,32,454.00,3,450.76,353752449024.00,2334035.00,359823933440.00,2585184000.00,10060805,5562793,42231517,108251,0,5562571,2
smallset/skew32/part05,32,454.00,4,418.86,320003309568.00,1562731.00,325914886144.00,2638926848.00,9735416,5562763,43173892,107920,0,5562561,2
smallset/skew32/part06,32,454.00,5,452.28,357038456832.00,1844974.00,362882072576.00,2552781824.00,10115968,5562808,42554782,105170,0,5562578,1
smallset/skew32/part07,32,454.00,6,447.59,347161329664.00,2711442.25,353210105856.00,2589733632.00,10154981,5562816,42456222,113292,0,5562582,1
smallset/skew32/part08,32,454.00,7,432.57,331852447744.00,1828017.12,337953193984.00,2606233088.00,9912896,5562901,42726767,117218,0,5562611,0
smallset/skew32/part09,32,454.00,8,448.65,346162921472.00,2264250.00,352407912448.00,2618047488.00,10035411,5562932,41361490,130850,0,5562619,2
smallset/skew32/part10,32,454.00,9,390.03,287239405568.00,3017252.75,293196857344.00,2674835200.00,9576598,5563004,36645570,124502,0,5562644,1
smallset/skew32/part11,32,454.00,10,442.36,341838299136.00,2011722.75,348108554240.00,2625252096.00,9974415,5562889,41493584,127229,0,5562603,2
smallset/skew32/part12,32,454.00,11,379.99,278328082432.00,3932718.25,284234514432.00,2675207680.00,9525003,5563077,36183255,127194,0,5562668,1
smallset/skew32/part13,32,454.00,12,448.69,346398490624.00,638084.94,352416530432.00,2578043904.00,10047326,5562609,41295791,125541,0,5562513,0
smallset/skew32/part14,32,454.00,13,448.43,346785120256.00,2414859.75,352732053504.00,2576354048.00,10043462,5562742,41316922,123961,0,5562554,3
smallset/skew32/part15,32,454.00,14,396.02,295461388288.00,936893.25,301387612160.00,2646643968.00,9625256,5562649,37688764,123777,0,5562523,0
smallset/skew32/part16,32,454.00,15,448.45,347677884416.00,651896.00,353805697024.00,2579540992.00,10048309,5562607,41672913,125968,0,5562513,1
smallset/skew32/part17,32,454.00,16,449.71,348061663232.00,1440401.25,354196029440.00,2584380160.00,10055978,5562668,40768081,122970,0,5562533,2
smallset/skew32/part18,32,454.00,17,449.61,348362342400.00,1033261.75,354436874240.00,2585814016.00,10052698,5562709,40811346,124664,0,5562543,2
smallset/skew32/part19,32,454.00,18,450.28,348238020608.00,743176.56,354518827008.00,2652982016.00,10069827,5562668,40650566,120732,0,5562534,1
smallset/skew32/part20,32,454.00,19,449.60,347612381184.00,2045963.75,353981333504.00,2662310144.00,10045028,5562743,40833910,121467,0,5562555,4
smallset/skew32/part21,32,454.00,20,384.00,282433290240.00,2013476.88,288435765248.00,2720385536.00,9548887,5562760,35928727,117511,0,5562563,0
smallset/skew32/part22,32,454.00,21,404.10,301380993024.00,1916637.25,307550453760.00,2701634304.00,9663545,5562703,37765387,116712,0,5562543,1
smallset/skew32/part23,32,454.00,22,396.09,292827234304.00,1577798.50,298908286976.00,2688517632.00,9607151,5562722,36579388,117705,0,5562547,2
smallset/skew32/part24,32,454.00,23,446.24,345066536960.00,1286915.25,351474384896.00,2649852160.00,9995896,5562651,40836037,120287,0,5562530,0
smallset/skew32/part25,32,454.00,24,452.89,347564048384.00,1297362.88,353441644544.00,2605259776.00,10153749,5562672,34525700,117516,0,5562534,1
smallset/skew32/part26,32,454.00,25,452.89,347617263616.00,1954710.00,353639694336.00,2556793088.00,10164219,5562710,34391196,110695,0,5562544,3
smallset/skew32/part27,32,454.00,26,446.88,329319153664.00,1989222.38,335437758464.00,2795857152.00,9881104,5562724,35534720,111622,0,5562552,1
smallset/skew32/part28,32,454.00,27,452.86,347769372672.00,1085056.88,353891287040.00,2567440128.00,10148382,5562705,34650110,112912,0,5562547,0
smallset/skew32/part29,32,454.00,28,440.60,323782901760.00,2019554.50,329845604352.00,2783923456.00,9831050,5562763,35523451,109161,0,5562564,1
smallset/skew32/part30,32,454.00,29,435.64,318634229760.00,1141767.75,324686315520.00,2808851200.00,9797504,5562682,35528683,113066,0,5562541,0
smallset/skew32/part31,32,454.00,30,452.85,346555645952.00,1537026.88,352506445824.00,2532402944.00,10158077,5562727,34314579,110701,0,5562551,2
smallset/skew32/part32,32,454.00,31,452.45,345580896256.00,1176653.38,351829229568.00,2630900736.00,10104308,5562731,34950862,113747,0,5562556,0
smallset/sorted32/part01,32,471.49,0,311.45,142577418240.00,1913561.75,143930245120.00,116138418176.00,7179445,5562835,17454108,16797054,0,5562587,1
smallset/sorted32/part02,32,471.49,1,291.62,125289914368.00,2172084.75,126423056384.00,114916302848.00,6957363,5562854,15772021,17171334,0,5562587,2
smallset/sorted32/part03,32,471.49,2,406.99,192831406080.00,274318.75,197655724032.00,132895309824.00,9955254,5562748,28311375,19546561,0,5562560,1
smallset/sorted32/part04,32,471.49,3,433.26,218414907392.00,563352.62,223723798528.00,134516506624.00,10025848,5562669,30944578,19781942,0,5562533,0
smallset/sorted32/part05,32,471.49,4,441.25,226534146048.00,1211884.12,231943421952.00,132747624448.00,10115214,5562692,31288231,19556947,0,5562533,4
smallset/sorted32/part06,32,471.49,5,437.23,225819639808.00,1012510.50,231087865856.00,130576424960.00,9914103,5562712,30989529,19158121,0,5562544,3
smallset/sorted32/part07,32,471.49,6,445.02,228364304384.00,223451.03,233876799488.00,135654957056.00,10257908,5562663,31005432,19297809,0,5562528,3
smallset/sorted32/part08,32,471.49,7,315.05,147011420160.00,1745031.62,148368261120.00,113369686016.00,7130069,5562879,17298423,15753742,0,5562600,1
smallset/sorted32/part09,32,471.49,8,470.16,239248719872.00,103555.54,244366917632.00,153464340480.00,10319156,5562702,28860980,23251538,0,5562545,2
smallset/sorted32/part10,32,471.49,9,469.02,237971111936.00,120619.34,243085213696.00,153101221888.00,10304585,5562786,28552452,23020108,0,5562571,2
smallset/sorted32/part11,32,471.49,10,290.38,129424588800.00,4857055.50,130410176512.00,112629399552.00,6855607,5563443,16968096,15505682,0,5562783,0
smallset/sorted32/part12,32,471.49,11,450.40,237176438784.00,114410.60,242083905536.00,139407196160.00,10280963,5563016,29135033,18807123,0,5562647,2
smallset/sorted32/part13,32,471.49,12,469.53,240247668736.00,195289.98,245256241152.00,153033539584.00,10267289,5562568,29099065,23462449,0,5562500,1
smallset/sorted32/part14,32,471.49,13,416.91,210038030336.00,418325.81,214480994304.00,129048862720.00,9527449,5562674,29843431,17527062,0,5562537,0
smallset/sorted32/part15,32,471.49,14,400.55,197586927616.00,781646.12,201390161920.00,128921370624.00,9321886,5562626,28888572,17222455,0,5562522,1
smallset/sorted32/part16,32,471.49,15,453.44,236934250496.00,467080.72,241678598144.00,141919797248.00,10233536,5562658,28964452,20099435,0,5562531,1
smallset/sorted32/part17,32,471.49,16,470.23,229373870080.00,132504.19,234890919936.00,152561811456.00,10267187,5562585,24301899,23077802,0,5562509,0
smallset/sorted32/part18,32,471.49,17,470.21,229595742208.00,88205.77,235157045248.00,152161271808.00,10262809,5562609,24259535,23277902,0,5562517,0
smallset/sorted32/part19,32,471.49,18,282.46,117661442048.00,1365111.38,118615007232.00,112330530816.00,6659819,5562831,13061115,16305842,0,5562586,1
smallset/sorted32/part20,32,471.49,19,470.36,228047519744.00,429760.88,233611821056.00,154051821568.00,10286651,5562628,24609113,23036488,0,5562516,1
smallset/sorted32/part21,32,471.49,20,470.38,228928487424.00,121937.30,234486956032.00,152489050112.00,10293081,5562567,24186482,23055679,0,5562495,2
smallset/sorted32/part22,32,471.49,21,470.38,229241487360.00,43379.26,234825891840.00,152789712896.00,10311082,5562561,24199502,23067247,0,5562490,3
smallset/sorted32/part23,32,471.49,22,447.63,214245523456.00,588708.88,219859566592.00,135905173504.00,10159024,5562628,24745092,18531164,0,5562514,3
smallset/sorted32/part24,32,471.49,23,447.38,218842611712.00,475758.75,224213401600.00,131820322816.00,9904361,5562633,24607920,18356415,0,5562520,2
smallset/sorted32/part25,32,471.49,24,459.64,230575734784.00,312235.88,235501027328.00,147554025472.00,10280940,5562587,27220324,19551201,0,5562502,3
smallset/sorted32/part26,32,471.49,25,461.63,230450429952.00,104999.15,235355357184.00,149176254464.00,10293204,5562679,27097413,20063799,0,5562534,1
smallset/sorted32/part27,32,471.49,26,447.99,230461095936.00,113662.16,235592253440.00,135813783552.00,10298650,5562687,27731775,15965591,0,5562533,2
smallset/sorted32/part28,32,471.49,27,256.17,99040657408.00,5800070.50,99737575424.00,112155549696.00,6458532,5563931,12561423,14254053,0,5562942,1
smallset/sorted32/part29,32,471.49,28,433.89,206794866688.00,562712.56,212025311232.00,135947444224.00,10110426,5562767,27163518,16035991,0,5562562,3
smallset/sorted32/part30,32,471.49,29,462.82,230519488512.00,124144.37,235457560576.00,150391062528.00,10309485,5562659,27060391,20605029,0,5562524,3
smallset/sorted32/part31,32,471.49,30,466.02,231759609856.00,0.00,236868698112.00,151708598272.00,10326799,5562502,26887050,21058753,0,5562473,3
smallset/sorted32/part32,32,471.49,31,444.92,216140906496.00,964519.50,221479157760.00,135633248256.00,10152998,5562711,27400863,16324517,0,5562544,2
