Type,Threads,Total-Time,Thread-Id,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
smallset/sorted08/part03,8,290.41,2,39769522176.00,2831793.75,98651922432.00,58480214016.00,70638601,22251094,7579364,17894110,0,0,22250292
smallset/sorted08/part04,8,290.41,3,39914340352.00,671823.00,96843816960.00,58788167680.00,70000424,22250358,7588715,17990773,0,0,22250041
smallset/sorted08/part05,8,290.41,4,40452890624.00,1119927.75,101127094272.00,58568454144.00,69614288,22250558,4995628,18815066,0,0,22250102
smallset/sorted08/part06,8,290.41,5,40740429824.00,572338.31,97050296320.00,57619288064.00,69836698,22250442,6811335,17213561,0,0,22250071
smallset/sorted08/part07,8,290.41,6,39765934080.00,4762376.00,90344923136.00,41091264512.00,67079703,22251302,7404455,11944061,0,0,22250292
smallset/sorted08/part08,8,290.41,7,41722658816.00,10320482.00,97080950784.00,41295048704.00,66463343,22252587,5057627,12220351,0,0,22250710
smallset/skew16/part01,16,257.37,0,46413778944.00,1668100.88,133290065920.00,3341700096.00,38469860,11125558,15361979,210800,0,0,11125144
smallset/skew16/part02,16,257.37,1,50446671872.00,1682485.75,136837931008.00,3469003008.00,39455057,11125543,15433395,196176,0,0,11125140
smallset/skew16/part03,16,257.37,2,49579692032.00,1746066.62,136582094848.00,3322993152.00,38860748,11125477,14576455,193923,0,0,11125119
smallset/skew16/part04,16,257.37,3,49373138944.00,1646774.25,137768108032.00,3578377984.00,39048433,11125632,15633693,206780,0,0,11125170
smallset/skew16/part05,16,257.37,4,48899780608.00,2700424.50,138381262848.00,3355623424.00,38692978,11125914,15646030,219554,0,0,11125266
smallset/skew16/part06,16,257.37,5,51253948416.00,1937142.50,141322633216.00,3600121600.00,39563419,11125846,15623389,225780,0,0,11125242
smallset/skew16/part07,16,257.37,6,49773146112.00,639239.94,135660994560.00,3674172672.00,39511213,11125294,14217696,200774,0,0,11125058
smallset/skew16/part08,16,257.37,7,50047791104.00,541051.62,139843944448.00,3480305664.00,39525256,11125172,13261777,192135,0,0,11125019
smallset/skew16/part09,16,257.37,8,50282250240.00,886627.69,134110838784.00,3801415168.00,39870542,11125397,14258296,201957,0,0,11125092
smallset/skew16/part10,16,257.37,9,48098631680.00,1084869.62,134320283648.00,3656146688.00,39108256,11125349,14511633,191415,0,0,11125076
smallset/skew16/part11,16,257.37,10,47987855360.00,1143444.25,133790941184.00,3625504256.00,38777681,11125316,14973878,193187,0,0,11125064
smallset/skew16/part12,16,257.37,11,49785122816.00,1162849.00,141602439168.00,3440987648.00,39545193,11125413,13005961,180150,0,0,11125099
smallset/skew16/part13,16,257.37,12,49382473728.00,1260966.38,138453450752.00,3522133504.00,39409166,11125440,13309621,175702,0,0,11125106
smallset/skew16/part14,16,257.37,13,48699871232.00,1751988.50,133858689024.00,3584401920.00,39119085,11125637,14422243,179024,0,0,11125174
smallset/skew16/part15,16,257.37,14,47173660672.00,1478011.62,133169881088.00,3694886912.00,39695461,11125490,13769059,165606,0,0,11125124
smallset/skew16/part16,16,257.37,15,48295198720.00,1404760.62,139380572160.00,3480681984.00,39654230,11125513,12054010,159040,0,0,11125131
smallset/sorted16/part01,16,370.14,0,58738114560.00,1138638.88,133767176192.00,139964514304.00,36763183,11125443,13864654,32451736,0,0,11125106
smallset/sorted16/part02,16,370.14,1,59758489600.00,1258339.38,127976202240.00,78607646720.00,35978014,11125537,15000670,15885607,0,0,11125139
smallset/sorted16/part03,16,370.14,2,58979119104.00,906828.62,127006507008.00,101720702976.00,36161107,11125431,14859893,21512368,0,0,11125098
smallset/sorted16/part04,16,370.14,3,58563825664.00,966757.25,131525951488.00,142361067520.00,37063681,11125345,15034621,32068664,0,0,11125072
smallset/sorted16/part05,16,370.14,4,59175051264.00,2131425.00,135581999104.00,143227617280.00,36461320,11126049,14154472,31064983,0,0,11125306
smallset/sorted16/part06,16,370.14,5,58444374016.00,978450.75,132681736192.00,140866535424.00,37062076,11125459,15229321,32706445,0,0,11125108
smallset/sorted16/part07,16,370.14,6,58148876288.00,291003.97,128821043200.00,143508291584.00,36800387,11125174,14128527,29405695,0,0,11125016
smallset/sorted16/part08,16,370.14,7,59318935552.00,426027.59,131578617856.00,142504050688.00,36951426,11125106,13415199,28854162,0,0,11124999
smallset/sorted16/part09,16,370.14,8,59729207296.00,424887.56,130483068928.00,143094808576.00,36534629,11125262,15061950,30153427,0,0,11125042
smallset/sorted16/part10,16,370.14,9,59000672256.00,492597.44,127334645760.00,136055554048.00,36692253,11125259,14793539,27841395,0,0,11125042
smallset/sorted16/part11,16,370.14,10,56311619584.00,693542.56,123960123392.00,132272005120.00,36496010,11125400,14056053,28625554,0,0,11125082
smallset/sorted16/part12,16,370.14,11,57268436992.00,236153.62,126014873600.00,133315125248.00,37349148,11125173,14280666,29387228,0,0,11125017
smallset/sorted16/part13,16,370.14,12,58346258432.00,497748.06,124274851840.00,130148442112.00,36491277,11125432,14474754,26937828,0,0,11125098
smallset/sorted16/part14,16,370.14,13,56477290496.00,994393.44,121779273728.00,121670017024.00,36279468,11125376,14378739,25655957,0,0,11125076
smallset/sorted16/part15,16,370.14,14,50536837120.00,4027689.50,96617529344.00,74110058496.00,28246138,11127002,12210218,15263528,0,0,11125626
smallset/sorted16/part16,16,370.14,15,57230409728.00,572905.94,128939409408.00,140860112896.00,37187938,11125297,13877019,30718143,0,0,11125055
smallset/skew32/part01,32,480.15,0,124617670656.00,2730332.25,391855013888.00,1175730176.00,20039999,5562804,41122912,82850,0,0,5562577
smallset/skew32/part02,32,480.15,1,116420829184.00,2364921.50,383746539520.00,1273809536.00,19997793,5562767,41966632,58201,0,0,5562567
smallset/skew32/part03,32,480.15,2,112049283072.00,2530565.25,372732985344.00,1185948928.00,19924432,5562754,40311057,62047,0,0,5562565
smallset/skew32/part04,32,480.15,3,124854444032.00,1932855.50,397173587968.00,1120899584.00,19936386,5562742,41166236,63748,0,0,5562561
smallset/skew32/part05,32,480.15,4,106057170944.00,1011414.62,364118048768.00,1231147392.00,20041832,5562741,38401222,65217,0,0,5562559
smallset/skew32/part06,32,480.15,5,119604879360.00,1731120.25,389205852160.00,1302336768.00,20025592,5562788,39232539,61891,0,0,5562575
smallset/skew32/part07,32,480.15,6,109030080512.00,1545559.50,375106797568.00,1266167936.00,19460038,5562785,40679617,61958,0,0,5562575
smallset/skew32/part08,32,480.15,7,118674104320.00,1205320.75,389559877632.00,1341942016.00,19313391,5562847,39203064,91668,0,0,5562593
smallset/skew32/part09,32,480.15,8,118016720896.00,4380504.00,387233513472.00,1230315648.00,19084389,5562992,42336473,95858,0,0,5562641
smallset/skew32/part10,32,480.15,9,115209863168.00,2041465.50,383393103872.00,1280475520.00,19425542,5562891,40043519,77292,0,0,5562609
smallset/skew32/part11,32,480.15,10,121594454016.00,3740178.50,391065862144.00,1267428096.00,19618929,5562956,39570179,79364,0,0,5562632
smallset/skew32/part12,32,480.15,11,120656158720.00,4140824.75,393270493184.00,1271784960.00,19856112,5562964,40289200,83818,0,0,5562635
smallset/skew32/part13,32,480.15,12,123799035904.00,1268321.38,394997596160.00,1921257216.00,19973997,5562636,40081839,69114,0,0,5562525
smallset/skew32/part14,32,480.15,13,120263630848.00,1326547.62,393849634816.00,1562899968.00,19400019,5562646,39965553,70173,0,0,5562527
smallset/skew32/part15,32,480.15,14,120979415040.00,1541240.25,388989157376.00,1269551232.00,19756713,5562672,37880053,71334,0,0,5562535
smallset/skew32/part16,32,480.15,15,120688427008.00,1112091.62,389069111296.00,1169653504.00,19916553,5562635,40453157,74653,0,0,5562526
smallset/skew32/part17,32,480.15,16,123577753600.00,492768.06,396577439744.00,1849512576.00,19914321,5562627,38758313,65086,0,0,5562523
smallset/skew32/part18,32,480.15,17,122934616064.00,856315.75,396340658176.00,1513420672.00,19930248,5562618,40298701,65634,0,0,5562519
smallset/skew32/part19,32,480.15,18,119639097344.00,1380891.00,381658300416.00,1230539392.00,19866748,5562696,38232031,64311,0,0,5562545
smallset/skew32/part20,32,480.15,19,119184564224.00,2578365.25,387846406144.00,1226446976.00,19791902,5562701,39384316,71989,0,0,5562545
smallset/skew32/part21,32,480.15,20,106769776640.00,3409023.50,369236246528.00,1347140608.00,19932241,5562675,41026370,65963,0,0,5562537
smallset/skew32/part22,32,480.15,21,117616246784.00,1408091.62,382799642624.00,1365358592.00,19224284,5562697,38334659,66123,0,0,5562545
smallset/skew32/part23,32,480.15,22,121183428608.00,1233752.00,386368634880.00,1400047616.00,19866503,5562643,38275618,63782,0,0,5562527
smallset/skew32/part24,32,480.15,23,120999796736.00,682484.62,391524253696.00,1379015424.00,20015818,5562651,36384913,65020,0,0,5562530
smallset/skew32/part25,32,480.15,24,121742688256.00,2820585.50,396011241472.00,1190677888.00,20048728,5562721,37266601,61187,0,0,5562553
smallset/skew32/part26,32,480.15,25,117766193152.00,1230560.00,389989433344.00,1503369344.00,19555490,5562696,38705050,61953,0,0,5562545
smallset/skew32/part27,32,480.15,26,102172205056.00,2521949.75,354103197696.00,1204930944.00,19375438,5562816,37834576,58756,0,0,5562583
smallset/skew32/part28,32,480.15,27,121695739904.00,2023271.75,393237266432.00,1206985472.00,20130172,5562801,39048720,64493,0,0,5562579
smallset/skew32/part29,32,480.15,28,117718294528.00,1908552.25,383870631936.00,1219048960.00,19958639,5562819,39204747,63323,0,0,5562585
smallset/skew32/part30,32,480.15,29,123003133952.00,1793116.12,398833090560.00,1687910656.00,19777190,5562737,39372899,57565,0,0,5562557
smallset/skew32/part31,32,480.15,30,104240594944.00,1589209.25,348930965504.00,1244577792.00,19476576,5562698,37751648,63782,0,0,5562543
smallset/skew32/part32,32,480.15,31,119327956992.00,3201696.50,386993815552.00,1219817088.00,19449715,5562902,40573250,68189,0,0,5562610
smallset/sorted32/part01,32,589.96,0,110817787904.00,1751422.88,316055846912.00,177237426176.00,18586971,5562705,32348193,25984138,0,0,5562545
smallset/sorted32/part02,32,589.96,1,106709975040.00,2309897.25,311628922880.00,148638941184.00,18072631,5562831,32427140,19584762,0,0,5562587
smallset/sorted32/part03,32,589.96,2,108200763392.00,989106.81,310640902144.00,148183891968.00,18521032,5562761,32944067,18253124,0,0,5562563
smallset/sorted32/part04,32,589.96,3,108939345920.00,349081.91,306800492544.00,155961360384.00,18889661,5562630,30122066,19737473,0,0,5562521
smallset/sorted32/part05,32,589.96,4,108305022976.00,1080989.38,320627441664.00,149592195072.00,17785692,5562859,35224683,20024539,0,0,5562591
smallset/sorted32/part06,32,589.96,5,112763281408.00,2345356.25,291013296128.00,136126791680.00,14861154,5562969,27099506,17002065,0,0,5562619
smallset/sorted32/part07,32,589.96,6,113802313728.00,899868.06,320030638080.00,196474978304.00,19147591,5562702,29387369,24724245,0,0,5562543
smallset/sorted32/part08,32,589.96,7,114476032000.00,4412993.00,318512922624.00,196538122240.00,19126236,5562849,32075179,28025959,0,0,5562589
smallset/sorted32/part09,32,589.96,8,114894389248.00,2040424.25,324766695424.00,195642507264.00,18895285,5562848,33416185,27635005,0,0,5562591
smallset/sorted32/part10,32,589.96,9,113035329536.00,1442613.50,327515045888.00,192287784960.00,19011427,5562789,31818958,26291393,0,0,5562573
smallset/sorted32/part11,32,589.96,10,113288364032.00,2237856.75,314538229760.00,192204324864.00,18957659,5563065,32532089,26544535,0,0,5562665
smallset/sorted32/part12,32,589.96,11,109834092544.00,1660248.00,321580269568.00,192497582080.00,18670021,5562850,30094380,24852048,0,0,5562593
smallset/sorted32/part13,32,589.96,12,112753401856.00,125558.36,321648230400.00,194023489536.00,19088121,5562589,30263665,25076619,0,0,5562507
smallset/sorted32/part14,32,589.96,13,116403699712.00,941071.38,318185996288.00,150413033472.00,18922779,5562659,34533688,19692793,0,0,5562527
smallset/sorted32/part15,32,589.96,14,112877682688.00,497557.84,320334462976.00,195564158976.00,19038144,5562593,29429996,24689604,0,0,5562511
smallset/sorted32/part16,32,589.96,15,112208142336.00,59098.31,319162253312.00,197767479296.00,18822586,5562615,30871789,28027534,0,0,5562512
smallset/sorted32/part17,32,589.96,16,113062395904.00,652105.50,318700912640.00,179020840960.00,18302528,5562638,31786515,23924041,0,0,5562519
smallset/sorted32/part18,32,589.96,17,115147776000.00,140777.70,323179544576.00,192080134144.00,18801988,5562630,32696947,27399341,0,0,5562517
smallset/sorted32/part19,32,589.96,18,113163558912.00,542217.25,321414987776.00,195665068032.00,18878697,5562609,30491400,26530483,0,0,5562513
smallset/sorted32/part20,32,589.96,19,111641346048.00,238686.42,315699134464.00,184960319488.00,18796173,5562601,31422064,24514472,0,0,5562507
smallset/sorted32/part21,32,589.96,20,112473677824.00,441497.19,311851384832.00,166088491008.00,18892558,5562596,31510822,21672418,0,0,5562507
smallset/sorted32/part22,32,589.96,21,112159850496.00,574473.31,322633302016.00,193920450560.00,18870682,5562578,31286986,26786342,0,0,5562501
smallset/sorted32/part23,32,589.96,22,111851495424.00,793297.56,316324970496.00,147191365632.00,18448146,5562667,33500361,19527182,0,0,5562533
smallset/sorted32/part24,32,589.96,23,116097499136.00,1278323.12,268388188160.00,135795113984.00,14237305,5562837,28435586,18689820,0,0,5562576
smallset/sorted32/part25,32,589.96,24,113147904000.00,334559.69,314176176128.00,146908151808.00,18584311,5562622,33359222,19154228,0,0,5562517
smallset/sorted32/part26,32,589.96,25,107904745472.00,2015471.25,308985462784.00,140923961344.00,15814336,5562856,32873979,18256417,0,0,5562595
smallset/sorted32/part27,32,589.96,26,114596642816.00,1269531.50,320737771520.00,188022456320.00,18796650,5562648,32632557,28649116,0,0,5562525
smallset/sorted32/part28,32,589.96,27,109477281792.00,627432.94,309744238592.00,175221211136.00,19042252,5562714,30786481,23402987,0,0,5562549
smallset/sorted32/part29,32,589.96,28,115270844416.00,2576748.00,268075941888.00,137300369408.00,14286924,5562806,28103247,18493151,0,0,5562575
smallset/sorted32/part30,32,589.96,29,109933764608.00,496820.62,317341990912.00,190286413824.00,18956808,5562631,30978727,26667566,0,0,5562521
smallset/sorted32/part31,32,589.96,30,112666189824.00,0.00,318145396736.00,190794301440.00,18745892,5562504,31996284,26537768,0,0,5562476
smallset/sorted32/part32,32,589.96,31,114867019776.00,11186392.00,228070457344.00,136275992576.00,13912640,5563983,25298706,18657682,0,0,5562953
