Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
largeset/skew32/part11,32,1943.23,10,1697.73,980598194176.00,703761.00,1274448838656.00,3371123456.00,90678846,23515875,145440022,200942,0,0,23515606
largeset/skew32/part12,32,1943.23,11,1869.31,1182720327680.00,1861060.62,1459407552512.00,3355640320.00,91472413,23516030,164474711,195676,0,0,23515657
largeset/skew32/part13,32,1943.23,12,1891.37,1199673966592.00,2995460.50,1487809544192.00,3370022400.00,91481550,23516211,166529061,196070,0,0,23515718
largeset/skew32/part14,32,1943.23,13,1906.13,1208044879872.00,1808861.00,1501797810176.00,3415853568.00,91486795,23516069,168282434,215093,0,0,23515670
largeset/skew32/part15,32,1943.23,14,1760.82,1049177817088.00,2469719.50,1341365682176.00,3400211712.00,90879346,23516245,153860275,228383,0,0,23515726
largeset/skew32/part16,32,1943.23,15,1878.77,1189697290240.00,839357.56,1468805152768.00,3452781568.00,91415755,23516337,167130896,234559,0,0,23515757
largeset/skew32/part17,32,1943.23,16,1885.12,1182234050560.00,3100372.00,1457122836480.00,3533697792.00,91473233,23516138,162617928,181851,0,0,23515692
largeset/skew32/part18,32,1943.23,17,1775.31,1046169911296.00,1947935.75,1337623707648.00,3523066112.00,90888195,23516154,151534623,182428,0,0,23515698
largeset/skew32/part19,32,1943.23,18,1924.05,1217449164800.00,1344053.75,1509108350976.00,3591675392.00,91565324,23516064,166400103,186382,0,0,23515668
largeset/skew32/part20,32,1943.23,19,1881.07,1181780017152.00,2398417.75,1455586410496.00,3493309440.00,91439506,23516237,163027532,169957,0,0,23515727
largeset/skew32/part21,32,1943.23,20,1914.21,1204782497792.00,983184.31,1497280937984.00,3676936448.00,91485158,23515674,166479218,232239,0,0,23515538
largeset/skew32/part22,32,1943.23,21,1902.26,1197583499264.00,442785.06,1484055511040.00,3620610304.00,91481479,23515839,164980975,219901,0,0,23515594
largeset/skew32/part23,32,1943.23,22,1754.29,1010642911232.00,940959.31,1304387518464.00,3593137664.00,90749005,23515919,147578151,201242,0,0,23515620
largeset/skew32/part24,32,1943.23,23,1935.66,1222022660096.00,1668632.12,1514096427008.00,3707740416.00,91691209,23516032,163953004,202908,0,0,23515658
largeset/skew32/part25,32,1943.23,24,1942.02,1211220099072.00,1097264.62,1501982359552.00,3523606016.00,91870037,23515932,140770792,203704,0,0,23515624
largeset/skew32/part26,32,1943.23,25,1939.75,1196858015744.00,4060245.75,1486638940160.00,3581144576.00,91757828,23515954,142671424,206292,0,0,23515632
largeset/skew32/part27,32,1943.23,26,1938.89,1198364164096.00,1245216.38,1478346276864.00,3620031232.00,91763924,23516087,142580552,228134,0,0,23515676
largeset/skew32/part28,32,1943.23,27,1940.60,1196438585344.00,1872362.75,1491070222336.00,3617628416.00,91756124,23516236,142885322,233440,0,0,23515725
largeset/skew32/part29,32,1943.23,28,1928.12,1132797886464.00,2449015.75,1430053584896.00,3711493376.00,91224545,23516335,143634458,230318,0,0,23515758
largeset/skew32/part30,32,1943.23,29,1934.66,1150039359488.00,1473508.50,1446516752384.00,3663247872.00,91374650,23516123,143419526,206784,0,0,23515686
largeset/skew32/part31,32,1943.23,30,1938.13,1207430545408.00,3558932.00,1487395880960.00,3604290304.00,91710786,23516173,142734242,200592,0,0,23515704
largeset/skew32/part32,32,1943.23,31,1941.20,1219048243200.00,2984831.50,1512726200320.00,3493658112.00,91833491,23516060,141791671,189314,0,0,23515669
