Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
distinctset/sort08/part02,8,68.40,1,67.27,6734706176.00,0.00,28753930240.00,6748007936.00,67197188,16990331,6094100,4415400,0,0,16990331
distinctset/sort08/part03,8,68.40,2,67.26,6695030272.00,0.00,29010634752.00,6930827264.00,67188346,16990330,7149768,4580694,0,0,16990330
distinctset/sort08/part04,8,68.40,3,67.26,6859496960.00,0.00,28985925632.00,6914527232.00,67207426,16990331,6652010,4651135,0,0,16990331
distinctset/sort08/part05,8,68.40,4,67.26,6893580288.00,0.00,29280686080.00,6924551168.00,67186104,16990330,7174242,4567391,0,0,16990330
distinctset/sort08/part06,8,68.40,5,67.28,6846707712.00,0.00,29204156416.00,7124772864.00,67205628,16990331,7087853,4832913,0,0,16990331
distinctset/sort08/part07,8,68.40,6,67.26,7155742208.00,0.00,29593919488.00,6315192320.00,67201536,16990330,7294429,4174919,0,0,16990330
distinctset/sort08/part08,8,68.40,7,67.26,7072395776.00,0.00,29489045504.00,6055845888.00,67187682,16990331,7021562,3930558,0,0,16990331
distinctset/rand16/part01,16,213.97,0,207.07,143360163840.00,1619277.12,150423257088.00,983501376.00,33937165,8504936,46050432,16405,0,0,8498412
distinctset/rand16/part02,16,213.97,1,204.98,141302824960.00,1193133.50,148228407296.00,977759424.00,33940935,8505762,45793754,17100,0,0,8498689
distinctset/rand16/part03,16,213.97,2,207.46,144256057344.00,2157638.25,151320068096.00,985769792.00,33940337,8505064,45926481,19643,0,0,8498455
distinctset/rand16/part04,16,213.97,3,205.12,141778419712.00,2443612.50,148807221248.00,977459456.00,33942290,8505830,45853325,17297,0,0,8498710
distinctset/rand16/part05,16,213.97,4,205.81,142669479936.00,1815296.38,149575696384.00,976502144.00,33941697,8505173,46382424,16752,0,0,8498489
distinctset/rand16/part06,16,213.97,5,209.32,145969758208.00,1663672.38,153023102976.00,974123776.00,33937334,8505156,45875066,16321,0,0,8498485
distinctset/rand16/part07,16,213.97,6,199.63,131484434432.00,1827274.62,138281254912.00,1010918272.00,33944729,8505319,42424541,17228,0,0,8498541
distinctset/rand16/part08,16,213.97,7,210.96,143845326848.00,1153531.25,150545596416.00,1002643968.00,33943056,8504366,43313655,17385,0,0,8498222
distinctset/rand16/part09,16,213.97,8,211.53,145123557376.00,1597988.88,151594827776.00,897597376.00,33948814,8503607,43879491,9561,0,0,8497975
distinctset/rand16/part10,16,213.97,9,212.02,146542673920.00,1238980.12,153104089088.00,898439872.00,33948695,8504330,43546825,8771,0,0,8498215
distinctset/rand16/part11,16,213.97,10,211.11,144316219392.00,2133029.50,150864625664.00,907499520.00,33940043,8504046,43742751,14309,0,0,8498117
distinctset/rand16/part12,16,213.97,11,210.37,143590047744.00,1768555.75,150236332032.00,913444288.00,33941113,8504041,43861112,13356,0,0,8498116
distinctset/rand16/part13,16,213.97,12,211.48,145572249600.00,1056072.75,152056561664.00,896940032.00,33948750,8503660,44160387,9549,0,0,8497993
distinctset/rand16/part14,16,213.97,13,212.85,147863339008.00,816187.69,154340589568.00,892751744.00,33945322,8503682,43326249,10012,0,0,8497997
distinctset/rand16/part15,16,213.97,14,212.31,144457924608.00,1277418.38,151016554496.00,937668736.00,33945794,8503348,42875758,9115,0,0,8497885
distinctset/rand16/part16,16,213.97,15,203.08,132554702848.00,1362066.00,139207606272.00,939818688.00,33950247,8504327,42871415,7676,0,0,8498212
distinctset/sort16/part01,16,271.55,0,268.50,119288700928.00,26995914.00,223879610368.00,1399149696.00,33541628,8551586,62896689,83301,0,0,8513939
distinctset/sort16/part02,16,271.55,1,266.19,115621019648.00,6530565.00,220147908608.00,1290086912.00,33495854,8539274,61754303,41696,0,0,8509829
distinctset/sort16/part03,16,271.55,2,266.59,113926455296.00,13985790.00,219097055232.00,1228540416.00,33422452,8501732,61718249,19365,0,0,8497340
distinctset/sort16/part04,16,271.55,3,267.45,117112610816.00,9105957.00,222724980736.00,1287937792.00,33460416,8505127,62585139,75875,0,0,8498396
distinctset/sort16/part05,16,271.55,4,267.09,115162857472.00,0.00,220054536192.00,1200106368.00,33440275,8496644,61783368,18580,0,0,8495653
distinctset/sort16/part06,16,271.55,5,267.45,116722794496.00,2782663.75,222158536704.00,1274249216.00,33453790,8503194,62347630,68916,0,0,8497767
distinctset/sort16/part07,16,271.55,6,270.45,119673659392.00,0.00,224318046208.00,1236193792.00,33503861,8495168,58926992,15475,0,0,8495165
distinctset/sort16/part08,16,271.55,7,269.15,115900137472.00,315464.12,222436294656.00,1216213760.00,33445072,8495400,58551661,11289,0,0,8495240
distinctset/sort16/part09,16,271.55,8,269.55,119695998976.00,746020.25,226568372224.00,1129548288.00,33455412,8495873,61868430,8203,0,0,8495399
distinctset/sort16/part10,16,271.55,9,270.42,121903570944.00,0.00,227533062144.00,1159192320.00,33502190,8496688,61746041,10935,0,0,8495663
distinctset/sort16/part11,16,271.55,10,270.02,121272483840.00,0.00,227709927424.00,1125008256.00,33480440,8495369,61842172,9889,0,0,8495233
distinctset/sort16/part12,16,271.55,11,268.70,117264105472.00,1894221.88,224841170944.00,1162305024.00,33434720,8496888,60888664,13065,0,0,8495734
distinctset/sort16/part13,16,271.55,12,269.26,119088037888.00,2953776.50,225749794816.00,1174305408.00,33468126,8497420,61371834,10681,0,0,8495915
distinctset/sort16/part14,16,271.55,13,269.84,120584273920.00,55277.29,226975186944.00,1127102848.00,33466807,8495252,61865685,7452,0,0,8495193
distinctset/sort16/part15,16,271.55,14,269.99,118810632192.00,710064.69,223631605760.00,1182547584.00,33452941,8495378,60645264,20123,0,0,8495233
distinctset/sort16/part16,16,271.55,15,270.46,120996765696.00,0.00,224800604160.00,1183751296.00,33499442,8495178,60216798,9560,0,0,8495170
distinctset/rand32/part01,32,352.19,0,347.59,278797778944.00,6523469.50,283161133056.00,467301024.00,16968881,4252311,32133526,19487,0,0,4249152
distinctset/rand32/part02,32,352.19,1,348.47,280461836288.00,2038355.25,284831285248.00,453990816.00,16966253,4251561,32042423,18048,0,0,4248901
distinctset/rand32/part03,32,352.19,2,347.39,278884810752.00,1474311.00,283237482496.00,467183776.00,16969339,4252774,32208348,22616,0,0,4249304
distinctset/rand32/part04,32,352.19,3,345.23,275440107520.00,4078417.25,279787536384.00,452565856.00,16969450,4251828,32447011,16210,0,0,4248989
distinctset/rand32/part05,32,352.19,4,348.69,280264704000.00,4368550.00,284661743616.00,457766560.00,16971599,4253147,32036242,17350,0,0,4249426
distinctset/rand32/part06,32,352.19,5,312.03,241838456832.00,1555220.12,246172581888.00,451254208.00,16968560,4252129,30715942,18765,0,0,4249089
distinctset/rand32/part07,32,352.19,6,344.10,272137912320.00,2618488.00,276515356672.00,488921408.00,16967873,4252717,31301744,13374,0,0,4249287
distinctset/rand32/part08,32,352.19,7,344.70,273048010752.00,1832510.00,277430927360.00,490804192.00,16969504,4252365,31678365,15513,0,0,4249171
distinctset/rand32/part09,32,352.19,8,322.19,246958620672.00,1536448.62,251552317440.00,455968896.00,16972774,4252520,29607840,8981,0,0,4249224
distinctset/rand32/part10,32,352.19,9,343.97,270255833088.00,1986409.25,274882428928.00,455318784.00,16972716,4251949,31727411,4625,0,0,4249035
distinctset/rand32/part11,32,352.19,10,277.85,201299296256.00,2564667.25,205962788864.00,450552320.00,16975460,4253677,25446509,5365,0,0,4249608
distinctset/rand32/part12,32,352.19,11,345.56,270635024384.00,2127339.75,275312312320.00,458759136.00,16972185,4252095,31662461,4572,0,0,4249085
distinctset/rand32/part13,32,352.19,12,338.34,264367030272.00,2662390.75,269023379456.00,460316160.00,16973815,4252440,31242787,6789,0,0,4249198
distinctset/rand32/part14,32,352.19,13,308.57,232698593280.00,1655112.00,237304348672.00,448464864.00,16973052,4252782,28286314,5897,0,0,4249313
distinctset/rand32/part15,32,352.19,14,343.96,269518602240.00,2288756.00,274119131136.00,447188704.00,16972886,4252383,31841277,8524,0,0,4249181
distinctset/rand32/part16,32,352.19,15,344.63,269391839232.00,2120099.25,274031837184.00,447178336.00,16969778,4252242,31846399,6854,0,0,4249133
distinctset/rand32/part17,32,352.19,16,347.28,270882242560.00,2222991.50,275539394560.00,461348704.00,16972741,4251866,30839109,3747,0,0,4249008
distinctset/rand32/part18,32,352.19,17,343.57,266542219264.00,1589252.25,271235252224.00,462750208.00,16973165,4251887,30779479,5210,0,0,4249013
distinctset/rand32/part19,32,352.19,18,347.62,270489927680.00,2132845.25,275181928448.00,457969792.00,16969821,4252010,30807577,3661,0,0,4249056
distinctset/rand32/part20,32,352.19,19,346.54,270022901760.00,2687339.75,274683527168.00,461946624.00,16972312,4252032,30915740,4710,0,0,4249061
distinctset/rand32/part21,32,352.19,20,328.28,249810403328.00,1663254.50,254437883904.00,454370784.00,16973583,4252914,29174874,3414,0,0,4249356
distinctset/rand32/part22,32,352.19,21,347.72,270236565504.00,2424199.25,274937839616.00,461400192.00,16972041,4252013,30760523,3913,0,0,4249057
distinctset/rand32/part23,32,352.19,22,322.70,240908779520.00,2073114.38,245562097664.00,447594400.00,16972034,4252800,27905054,5738,0,0,4249317
distinctset/rand32/part24,32,352.19,23,292.52,209824169984.00,2825799.75,214530621440.00,451701120.00,16975122,4253272,25570785,6847,0,0,4249475
distinctset/rand32/part25,32,352.19,24,333.79,241090166784.00,2745510.75,246176169984.00,454372864.00,16974680,4252520,25373156,5348,0,0,4249226
distinctset/rand32/part26,32,352.19,25,350.99,269003669504.00,2625187.25,273645092864.00,442821152.00,16973217,4251481,25341503,6253,0,0,4248879
distinctset/rand32/part27,32,352.19,26,351.07,268160155648.00,1706196.12,272819732480.00,440619808.00,16972083,4251390,25330589,4112,0,0,4248850
distinctset/rand32/part28,32,352.19,27,350.32,266964910080.00,2167605.50,271724658688.00,442989600.00,16973543,4252077,25728455,3869,0,0,4249079
distinctset/rand32/part29,32,352.19,28,350.91,268853133312.00,1263726.00,273512841216.00,455797248.00,16972376,4251418,25418619,7864,0,0,4248854
distinctset/rand32/part30,32,352.19,29,349.34,262200459264.00,2255468.75,267049091072.00,449837568.00,16972999,4251784,25596555,5180,0,0,4248979
distinctset/rand32/part31,32,352.19,30,350.88,271216738304.00,1806498.25,275879460864.00,436104128.00,16970434,4251488,25412913,4734,0,0,4248882
distinctset/rand32/part32,32,352.19,31,347.98,260895604736.00,2899657.75,265886384128.00,447108576.00,16973289,4252233,26025731,5449,0,0,4249131
distinctset/sort32/part01,32,405.03,0,401.66,206763311104.00,1523293.12,341923135488.00,2620842496.00,16759937,4250403,37084984,230953,0,0,4248502
distinctset/sort32/part02,32,405.03,1,402.81,209549901824.00,0.00,344910233600.00,2586023424.00,16746079,4247608,37044163,227930,0,0,4247587
distinctset/sort32/part03,32,405.03,2,402.80,208835493888.00,27508504.00,341927034880.00,2816256512.00,16769393,4267521,36886473,271644,0,0,4254216
distinctset/sort32/part04,32,405.03,3,398.62,203160518656.00,23825142.00,336715022336.00,2694793728.00,16747516,4269275,37181066,255982,0,0,4254785
distinctset/sort32/part05,32,405.03,4,400.61,207354494976.00,102932552.00,340583088128.00,2952304896.00,16775168,4277629,37699071,327702,0,0,4257546
distinctset/sort32/part06,32,405.03,5,402.45,209061150720.00,14137655.00,343304077312.00,2644573440.00,16751626,4250315,37125853,242691,0,0,4248471
distinctset/sort32/part07,32,405.03,6,400.67,203630477312.00,0.00,339706839040.00,2617234176.00,16744703,4247754,36669688,221822,0,0,4247639
distinctset/sort32/part08,32,405.03,7,402.65,207042904064.00,0.00,341996863488.00,2611950336.00,16740565,4247681,36935966,213900,0,0,4247601
distinctset/sort32/part09,32,405.03,8,382.72,181380907008.00,28536554.00,315670396928.00,2697700864.00,16715290,4272471,33252434,248894,0,0,4255844
distinctset/sort32/part10,32,405.03,9,402.51,204065439744.00,47244.39,336739434496.00,2669278464.00,16737951,4247774,35037054,242239,0,0,4247617
distinctset/sort32/part11,32,405.03,10,399.36,199108378624.00,976143.19,331644960768.00,2670995456.00,16730062,4248076,34851489,242255,0,0,4247720
distinctset/sort32/part12,32,405.03,11,397.52,196617584640.00,234851.14,329610297344.00,2677585152.00,16724248,4248174,34649730,249871,0,0,4247753
distinctset/sort32/part13,32,405.03,12,400.69,200225243136.00,0.00,333033406464.00,2689909248.00,16733713,4248289,35108079,240459,0,0,4247814
distinctset/sort32/part14,32,405.03,13,403.35,204960366592.00,55674.56,337242619904.00,2660658176.00,16748031,4247693,35054218,252752,0,0,4247593
distinctset/sort32/part15,32,405.03,14,399.60,198705725440.00,4413281.00,330510401536.00,2730487040.00,16738785,4252873,35075752,258291,0,0,4249323
distinctset/sort32/part16,32,405.03,15,398.95,196573216768.00,2525620.00,330580131840.00,2662955008.00,16719438,4248177,34798501,245455,0,0,4247755
distinctset/sort32/part17,32,405.03,16,401.46,198111559680.00,609182.75,331249221632.00,2719315712.00,16728781,4248077,34842077,251065,0,0,4247738
distinctset/sort32/part18,32,405.03,17,399.27,195555901440.00,109479.80,328868823040.00,2694906368.00,16724140,4248703,34656178,254336,0,0,4247947
distinctset/sort32/part19,32,405.03,18,401.61,199458455552.00,408323.22,332096339968.00,2708177920.00,16732779,4247938,34994692,249866,0,0,4247684
distinctset/sort32/part20,32,405.03,19,386.96,181192441856.00,912313.88,315722334208.00,2696476160.00,16691844,4248295,33257503,246223,0,0,4247805
distinctset/sort32/part21,32,405.03,20,403.84,202425335808.00,8181.14,335134031872.00,2738129152.00,16747456,4247802,34727403,259569,0,0,4247632
distinctset/sort32/part22,32,405.03,21,401.94,198656491520.00,750541.25,331898650624.00,2708592896.00,16731775,4248018,34825537,249153,0,0,4247719
distinctset/sort32/part23,32,405.03,22,396.91,193183514624.00,23690524.00,327608401920.00,2659645440.00,16728037,4255194,34891981,274368,0,0,4250044
distinctset/sort32/part24,32,405.03,23,402.40,200772550656.00,1872058.38,334651817984.00,2680161024.00,16736362,4251227,35653281,269658,0,0,4248747
distinctset/sort32/part25,32,405.03,24,403.89,200492875776.00,0.00,332078186496.00,2697331200.00,16749672,4247720,32023166,275202,0,0,4247618
distinctset/sort32/part26,32,405.03,25,403.96,203257970688.00,104971.75,333901529088.00,2639741696.00,16760715,4247808,31577350,276700,0,0,4247621
distinctset/sort32/part27,32,405.03,26,403.89,200063762432.00,0.00,331641749504.00,2694284288.00,16749718,4247648,31747297,276509,0,0,4247594
distinctset/sort32/part28,32,405.03,27,403.77,199128776704.00,5787827.00,331203248128.00,2688505088.00,16742369,4247753,31850348,274761,0,0,4247619
distinctset/sort32/part29,32,405.03,28,402.45,193521303552.00,419471.78,327643398144.00,2676361728.00,16720702,4247711,31862846,267595,0,0,4247614
distinctset/sort32/part30,32,405.03,29,403.86,199719337984.00,0.00,331359354880.00,2692580352.00,16747033,4247646,31783947,274476,0,0,4247583
distinctset/sort32/part31,32,405.03,30,403.91,204636831744.00,942132.94,336235134976.00,2694652928.00,16753895,4249249,31715069,285468,0,0,4248103
distinctset/sort32/part32,32,405.03,31,403.63,202384310272.00,94.24,334864056320.00,2680344064.00,16740253,4247676,31831613,273160,0,0,4247597
