Type,Threads,Total-Time,Thread-Id,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
largeset/skew16/part10,16,933.03,9,363199234048.00,1312791.00,400925851648.00,16983982080.00,91568781,47032225,47954642,667846,0,47031369,0
largeset/skew16/part11,16,933.03,10,357562843136.00,207089.88,396493258752.00,17221718016.00,91535190,47031386,48729523,833468,0,47031085,1
largeset/skew16/part12,16,933.03,11,369043701760.00,526702.00,407167729664.00,17666064384.00,91975974,47031844,50993166,829802,0,47031245,0
largeset/skew16/part13,16,933.03,12,366961983488.00,1244262.00,404902739968.00,17761779712.00,91982694,47031959,50807211,793845,0,47031278,0
largeset/skew16/part14,16,933.03,13,372567244800.00,1300879.88,410359529472.00,17529155584.00,91920516,47032344,51024463,830588,0,47031411,0
largeset/skew16/part15,16,933.03,14,379898527744.00,1420478.62,418291253248.00,17837127680.00,91814510,47032212,55303383,796062,0,47031368,0
largeset/skew16/part16,16,933.03,15,344503320576.00,1387380.75,383156256768.00,18098788352.00,91597239,47032363,52910269,725848,0,47031416,1
largeset/skew32/part01,32,1941.15,0,1432093065216.00,979933.81,1443860840448.00,9563108352.00,46265089,23515984,148429055,247859,0,23515644,0
largeset/skew32/part02,32,1941.15,1,1454483439616.00,1688909.25,1465543032832.00,9644587008.00,44923090,23516406,147114989,322428,0,23515776,0
largeset/skew32/part03,32,1941.15,2,1449584361472.00,3218293.50,1461109260288.00,9426101248.00,45821292,23516781,146575963,287588,0,23515910,0
largeset/skew32/part04,32,1941.15,3,1452521422848.00,763244.25,1463503683584.00,9472851968.00,44865240,23515954,146897462,327950,0,23515626,1
largeset/skew32/part05,32,1941.15,4,1306078478336.00,616766.25,1317506252800.00,9187421184.00,46031259,23515788,154112727,227667,0,23515578,0
largeset/skew32/part06,32,1941.15,5,1450501079040.00,933078.44,1461948383232.00,9649141760.00,45643921,23515855,146188540,258645,0,23515600,0
largeset/skew32/part07,32,1941.15,6,1454370193408.00,1118756.62,1466014892032.00,9056728064.00,46255181,23516055,166075911,257350,0,23515668,0
largeset/skew32/part08,32,1941.15,7,1398394191872.00,559862.25,1410105344000.00,9663418368.00,46159084,23516118,146855867,248705,0,23515688,1
largeset/skew32/part09,32,1941.15,8,1469309255680.00,1188772.00,1480596652032.00,9137191936.00,45564421,23515972,166827714,291509,0,23515637,1
largeset/skew32/part10,32,1941.15,9,1333105524736.00,1917972.12,1344120160256.00,9181957120.00,44902641,23516104,156153024,341996,0,23515675,1
largeset/skew32/part11,32,1941.15,10,1467551055872.00,816118.06,1479219740672.00,8952832000.00,46214959,23515831,167263136,281025,0,23515591,1
largeset/skew32/part12,32,1941.15,11,1489619517440.00,1152909.00,1502827905024.00,9738036224.00,45922834,23515825,169331926,246450,0,23515591,0
largeset/skew32/part13,32,1941.15,12,1116533948416.00,1141501.88,1128186904576.00,9038061568.00,46043945,23516152,140373358,249711,0,23515698,0
largeset/skew32/part14,32,1941.15,13,1500795240448.00,1892249.38,1514214391808.00,10023826432.00,44751567,23516225,169774880,308161,0,23515718,0
largeset/skew32/part15,32,1941.15,14,1447304757248.00,304992.84,1459124174848.00,9069526016.00,46210825,23516123,166879405,298269,0,23515689,1
largeset/skew32/part16,32,1941.15,15,1502410702848.00,837921.25,1514457006080.00,8855825408.00,46232155,23516265,173729248,292496,0,23515737,0
largeset/skew32/part17,32,1941.15,16,1402289258496.00,1931768.25,1415710507008.00,9788971008.00,46353123,23516092,169119993,225067,0,23515680,0
largeset/skew32/part18,32,1941.15,17,1466814038016.00,963009.44,1478314033152.00,9045853184.00,45944069,23516061,167359564,258383,0,23515668,0
largeset/skew32/part19,32,1941.15,18,1464033083392.00,644852.00,1475702554624.00,9024032768.00,46170216,23516097,166614032,253280,0,23515682,0
largeset/skew32/part20,32,1941.15,19,1060048470016.00,2386591.75,1070851227648.00,9240970240.00,44717712,23516474,133376735,279744,0,23515799,0
largeset/skew32/part21,32,1941.15,20,1467218788352.00,288974.94,1478928367616.00,8919724032.00,46259140,23515642,166290810,323163,0,23515530,0
largeset/skew32/part22,32,1941.15,21,1350017875968.00,116680.84,1361623252992.00,8814572544.00,46102116,23515736,160590211,282667,0,23515562,0
largeset/skew32/part23,32,1941.15,22,1454606909440.00,458871.06,1466196688896.00,9014481920.00,46044232,23515860,165492800,281351,0,23515602,0
largeset/skew32/part24,32,1941.15,23,1468143370240.00,1554751.75,1482701799424.00,10019086336.00,45986484,23515970,167243937,264368,0,23515639,0
largeset/skew32/part25,32,1941.15,24,1476302733312.00,469809.78,1490321014784.00,9767277568.00,46321175,23515864,169800901,252125,0,23515603,1
largeset/skew32/part26,32,1941.15,25,1253334056960.00,1577034.38,1264560504832.00,9347631104.00,44911871,23516023,157651459,302383,0,23515652,0
largeset/skew32/part27,32,1941.15,26,1263624388608.00,1141102.12,1275216789504.00,9093751808.00,46034725,23516142,155537551,271473,0,23515696,0
largeset/skew32/part28,32,1941.15,27,1484108464128.00,428681.47,1499672477696.00,10119734272.00,46346130,23516156,166553139,280959,0,23515702,0
largeset/skew32/part29,32,1941.15,28,1452020727808.00,1039282.25,1463773167616.00,8939124736.00,46253070,23516221,168240110,297290,0,23515722,0
largeset/skew32/part30,32,1941.15,29,1229505429504.00,1020130.62,1240931106816.00,9937763328.00,45771395,23516042,138867682,231397,0,23515662,0
largeset/skew32/part31,32,1941.15,30,1363758678016.00,1243181.38,1375441649664.00,9875561472.00,46167812,23516054,145991171,216568,0,23515666,0
largeset/skew32/part32,32,1941.15,31,1401820413952.00,2990952.00,1412784193536.00,9416083456.00,44658952,23516319,163453180,288389,0,23515747,0
