Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
distinctset/rand32/part13,32,386.83,12,358.03,278479110144.00,1405443.75,280342265856.00,1634192640.00,8485701,4252360,32262870,8232,0,4249169,1
distinctset/rand32/part14,32,386.83,13,382.33,304654614528.00,2039458.12,306498863104.00,1603447168.00,8487193,4252269,34666237,7704,0,4249139,2
distinctset/rand32/part15,32,386.83,14,379.90,304408887296.00,1743072.62,306265849856.00,1596474496.00,8487450,4251851,35008257,4569,0,4249003,0
distinctset/rand32/part16,32,386.83,15,380.78,304831168512.00,1404615.12,306676629504.00,1598284672.00,8487389,4251850,35045543,5051,0,4249002,1
distinctset/rand32/part17,32,386.83,16,355.47,277523791872.00,1651356.12,279384326144.00,1610093184.00,8486524,4252702,32507270,5599,0,4249284,0
distinctset/rand32/part18,32,386.83,17,338.60,259878567936.00,2986668.00,261743509504.00,1616709120.00,8485956,4252958,30599191,6337,0,4249371,0
distinctset/rand32/part19,32,386.83,18,324.31,245253816320.00,2427236.00,247120117760.00,1618162304.00,8486138,4253555,29282676,6113,0,4249570,0
distinctset/rand32/part20,32,386.83,19,374.04,298320855040.00,1643923.50,300164513792.00,1601061760.00,8487087,4252132,34637060,5451,0,4249095,0
distinctset/rand32/part21,32,386.83,20,380.54,304301113344.00,2182554.75,306144215040.00,1586904576.00,8487405,4251960,34983375,4828,0,4249038,0
distinctset/rand32/part22,32,386.83,21,381.14,305114972160.00,2299000.75,306955124736.00,1591684736.00,8487593,4251926,34959255,4786,0,4249029,0
distinctset/rand32/part23,32,386.83,22,381.22,304065150976.00,1712939.12,305907499008.00,1596530176.00,8486900,4251805,35059126,4901,0,4248987,0
distinctset/rand32/part24,32,386.83,23,379.30,303046688768.00,1422929.62,304900669440.00,1596779520.00,8486886,4252251,35086772,6929,0,4249135,0
distinctset/rand32/part25,32,386.83,24,366.35,277170749440.00,2672091.75,279196303360.00,1713587968.00,8485206,4252288,28951090,5183,0,4249147,1
distinctset/rand32/part26,32,386.83,25,384.39,299828707328.00,2363832.00,301813792768.00,1694665472.00,8487511,4252157,30282619,5548,0,4249105,0
distinctset/rand32/part27,32,386.83,26,385.63,301607485440.00,2343234.50,303539224576.00,1675465984.00,8488436,4251820,29855007,3907,0,4248992,0
distinctset/rand32/part28,32,386.83,27,385.60,301817233408.00,2385362.50,303746187264.00,1679126272.00,8488175,4251776,29843921,4930,0,4248979,0
distinctset/rand32/part29,32,386.83,28,355.53,266095919104.00,2027293.88,268124225536.00,1723868928.00,8484861,4252836,28216053,5433,0,4249327,1
distinctset/rand32/part30,32,386.83,29,378.89,290608513024.00,2878674.75,292629741568.00,1711067776.00,8486200,4252374,29789435,7025,0,4249177,0
distinctset/rand32/part31,32,386.83,30,385.39,301756579840.00,1662303.00,303706800128.00,1670618752.00,8487593,4251893,29911041,4298,0,4249017,0
distinctset/rand32/part32,32,386.83,31,385.51,301383483392.00,2424101.00,303320137728.00,1674713728.00,8488451,4252071,29828008,3808,0,4249073,2
distinctset/sort32/part01,32,357.78,0,305.60,242790760448.00,1244006.00,253436641280.00,719624320.00,8412406,4247754,35159892,35092,0,4247629,5
distinctset/sort32/part02,32,357.78,1,342.86,282402226176.00,600955.38,292531798016.00,762302464.00,8412649,4249601,37178343,43049,0,4248246,3
distinctset/sort32/part03,32,357.78,2,336.96,275586547712.00,107467.16,285864493056.00,793153536.00,8433237,4249054,36857131,47552,0,4248072,0
distinctset/sort32/part04,32,357.78,3,355.41,297981673472.00,0.00,308139687936.00,762348672.00,8440245,4247584,36681888,39465,0,4247582,1
distinctset/sort32/part05,32,357.78,4,354.90,295740997632.00,0.00,306125045760.00,779680640.00,8442209,4247583,36421566,42378,0,4247581,1
distinctset/sort32/part06,32,357.78,5,344.64,282589134848.00,0.00,292745510912.00,786700992.00,8442851,4249406,37090231,44185,0,4248188,1
distinctset/sort32/part07,32,357.78,6,354.78,295619035136.00,15076961.00,306049449984.00,572965824.00,8279718,4257172,35188632,7639,0,4250776,0
distinctset/sort32/part08,32,357.78,7,356.43,297846538240.00,0.00,308189265920.00,782421824.00,8445493,4247587,34883168,39101,0,4247582,1
distinctset/sort32/part09,32,357.78,8,335.20,268247285760.00,24087.08,278709927936.00,785198656.00,8416980,4249350,33098019,40388,0,4248164,4
distinctset/sort32/part10,32,357.78,9,352.85,287453216768.00,0.00,297819701248.00,764580224.00,8432814,4247653,34324273,38049,0,4247604,1
distinctset/sort32/part11,32,357.78,10,294.55,222971985920.00,134636.95,233672736768.00,779209024.00,8419898,4248785,28963857,44542,0,4247977,1
distinctset/sort32/part12,32,357.78,11,352.94,286955667456.00,0.00,297317236736.00,793585216.00,8438107,4247596,34305846,40714,0,4247586,1
distinctset/sort32/part13,32,357.78,12,352.35,287110299648.00,0.00,297431334912.00,794894784.00,8437454,4247649,34428307,40184,0,4247600,2
distinctset/sort32/part14,32,357.78,13,353.43,287511085056.00,0.00,298098229248.00,799689600.00,8437473,4247583,34372435,39694,0,4247583,0
distinctset/sort32/part15,32,357.78,14,346.84,281594036224.00,0.00,291888922624.00,782226816.00,8436470,4248181,34594078,40770,0,4247781,0
distinctset/sort32/part16,32,357.78,15,301.91,226761457664.00,6285001.00,237435109376.00,1816874496.00,8429450,4276883,29624489,437268,0,4256919,4
distinctset/sort32/part17,32,357.78,16,354.61,287460491264.00,0.00,297940058112.00,816162624.00,8437473,4247587,34431497,39085,0,4247581,1
distinctset/sort32/part18,32,357.78,17,354.05,287876448256.00,0.00,298284875776.00,838885632.00,8438003,4247584,34524443,59030,0,4247582,1
distinctset/sort32/part19,32,357.78,18,349.63,283941273600.00,353252.22,294236454912.00,732957824.00,8425921,4248156,34510592,32579,0,4247771,1
distinctset/sort32/part20,32,357.78,19,337.45,270170324992.00,0.00,280636293120.00,757393536.00,8431613,4249811,33654961,38729,0,4248324,1
distinctset/sort32/part21,32,357.78,20,293.19,224134365184.00,1735642.12,234758438912.00,1105371264.00,8444946,4298546,29420246,55706,0,4264550,4
distinctset/sort32/part22,32,357.78,21,354.03,287534809088.00,0.00,297929736192.00,842414144.00,8438483,4247584,34476718,57960,0,4247582,1
distinctset/sort32/part23,32,357.78,22,352.58,285522067456.00,175378.19,295768850432.00,755316160.00,8433835,4247750,34909157,34131,0,4247636,1
distinctset/sort32/part24,32,357.78,23,301.94,225652604928.00,6282767.50,236172525568.00,1678907648.00,8427106,4276673,29902811,474089,0,4256936,5
distinctset/sort32/part25,32,357.78,24,356.36,284682420224.00,665797.81,295102775296.00,725782528.00,8429223,4247634,30049318,31169,0,4247597,1
distinctset/sort32/part26,32,357.78,25,356.69,286606753792.00,2633.34,296634384384.00,748294400.00,8438427,4247590,29644817,48874,0,4247584,1
distinctset/sort32/part27,32,357.78,26,356.68,286513561600.00,0.00,296584511488.00,754839744.00,8442512,4247584,29622276,42460,0,4247581,1
distinctset/sort32/part28,32,357.78,27,356.70,286201970688.00,0.00,296251031552.00,795763200.00,8442467,4247589,29603993,43054,0,4247581,2
distinctset/sort32/part29,32,357.78,28,336.04,258513207296.00,2144500.50,268657344512.00,684694912.00,8415322,4248394,29498585,29903,0,4247844,2
distinctset/sort32/part30,32,357.78,29,328.82,251435237376.00,673309.00,261449826304.00,763502720.00,8420083,4247902,29350026,41727,0,4247680,5
distinctset/sort32/part31,32,357.78,30,355.23,281410863104.00,0.00,291998859264.00,802734400.00,8436190,4247788,30126347,40965,0,4247647,2
distinctset/sort32/part32,32,357.78,31,356.70,287532744704.00,0.00,297700687872.00,812056512.00,8442048,4247584,29655932,72950,0,4247582,1
