Type,Threads,Total-Time,Thread-Id,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
smallset/skew32/part09,32,467.20,8,351789711360.00,3401638.50,355117465600.00,2356953088.00,9974876,5563044,41912044,97117,0,5562661,0
smallset/skew32/part10,32,467.20,9,356642717696.00,2662966.00,360347795456.00,2586614016.00,9825618,5562924,37708672,85461,0,5562619,2
smallset/skew32/part11,32,467.20,10,357789859840.00,4238779.00,361205006336.00,2423191552.00,9910666,5562976,40285588,88880,0,5562636,3
smallset/skew32/part12,32,467.20,11,369961205760.00,4640641.50,374223208448.00,2555352320.00,9878062,5562893,39756197,87296,0,5562610,1
smallset/skew32/part13,32,467.20,12,361036513280.00,1698185.00,364453560320.00,2387931648.00,9956487,5562639,40061259,93006,0,5562526,1
smallset/skew32/part14,32,467.20,13,362953474048.00,1266650.50,366401388544.00,2499754240.00,9835951,5562646,40045407,100493,0,5562523,2
smallset/skew32/part15,32,467.20,14,356050894848.00,449647.66,359475511296.00,2502838528.00,9955820,5562609,36864465,83847,0,5562516,1
smallset/skew32/part16,32,467.20,15,359305379840.00,388071.50,363311497216.00,2636616192.00,9504144,5562591,41216592,84428,0,5562510,0
smallset/skew32/part17,32,467.20,16,348470640640.00,1100081.50,351476580352.00,2457950464.00,9434540,5562670,40927658,99770,0,5562534,1
smallset/skew32/part18,32,467.20,17,338752405504.00,1136678.50,341894594560.00,2359426048.00,9762966,5562625,39511017,81936,0,5562523,0
smallset/skew32/part19,32,467.20,18,319690571776.00,1080540.00,322817425408.00,2446573568.00,9772739,5562612,39701930,89216,0,5562515,2
smallset/skew32/part20,32,467.20,19,346744160256.00,1837210.25,350108385280.00,2600213504.00,9846065,5562691,36497679,79973,0,5562542,1
smallset/skew32/part21,32,467.20,20,358935068672.00,1405139.75,362321149952.00,2397030912.00,9965134,5562668,41293218,77566,0,5562535,2
smallset/skew32/part22,32,467.20,21,368607068160.00,1362853.25,371943702528.00,2292626176.00,10023194,5562640,40682494,78678,0,5562529,0
smallset/skew32/part23,32,467.20,22,353520156672.00,1705240.12,356737941504.00,2429262848.00,9863952,5562689,41550068,82896,0,5562539,2
smallset/skew32/part24,32,467.20,23,309321039872.00,1357267.62,312638832640.00,2432246784.00,9902478,5562659,37364785,80629,0,5562534,0
smallset/skew32/part25,32,467.20,24,326383763456.00,1849788.62,329439969280.00,2406643712.00,9670300,5562704,41062601,94794,0,5562545,0
smallset/skew32/part26,32,467.20,25,347066597376.00,1718223.38,350419484672.00,2538571264.00,10011332,5562719,40948726,78866,0,5562552,1
smallset/skew32/part27,32,467.20,26,320307068928.00,1208458.88,323310977024.00,2387972352.00,9685889,5562779,38809479,76546,0,5562573,0
smallset/skew32/part28,32,467.20,27,360401043456.00,1444900.88,363905449984.00,2458122752.00,9985334,5562791,41295612,79394,0,5562577,0
smallset/skew32/part29,32,467.20,28,359005847552.00,939310.06,362365157376.00,2375527936.00,9956657,5562722,41278182,80204,0,5562553,0
smallset/skew32/part30,32,467.20,29,289854390272.00,1720868.50,292828577792.00,2445107200.00,9674003,5562764,36216865,77160,0,5562569,0
smallset/skew32/part31,32,467.20,30,358396133376.00,2446543.50,361701801984.00,2334029568.00,9926191,5562781,40408514,81554,0,5562574,1
smallset/skew32/part32,32,467.20,31,334738391040.00,1852716.00,338034032640.00,2541171200.00,9658849,5562735,37770454,76477,0,5562558,1
smallset/sorted32/part01,32,582.87,0,261955239936.00,6313729.50,295334608896.00,143946661888.00,7770019,5563243,34463787,20391135,0,5562699,2
smallset/sorted32/part02,32,582.87,1,301749043200.00,1646558.25,335535669248.00,150087565312.00,9181003,5562660,38268502,21400844,0,5562526,3
smallset/sorted32/part03,32,582.87,2,301934018560.00,1071916.12,335984623616.00,147019481088.00,8849062,5562737,39087605,19758327,0,5562551,2
smallset/sorted32/part04,32,582.87,3,297644294144.00,1578813.00,331373445120.00,147578961920.00,8949368,5562799,38819990,20265721,0,5562576,3
smallset/sorted32/part05,32,582.87,4,303656140800.00,1059135.12,337467375616.00,148728676352.00,9036497,5562638,39214572,20981119,0,5562522,3
smallset/sorted32/part06,32,582.87,5,290873212928.00,732277.00,324026138624.00,148530249728.00,9044363,5562775,38190360,20701704,0,5562563,4
smallset/sorted32/part07,32,582.87,6,302772912128.00,1126587.12,337748918272.00,149799370752.00,8973481,5562707,38687407,19344397,0,5562536,5
smallset/sorted32/part08,32,582.87,7,304473997312.00,1160033.00,338987941888.00,150513598464.00,9265566,5562775,35636964,19767419,0,5562553,6
smallset/sorted32/part09,32,582.87,8,304079699968.00,1702632.50,337789616128.00,150337552384.00,9348324,5562832,35610554,19581781,0,5562586,1
smallset/sorted32/part10,32,582.87,9,305640472576.00,2769111.25,339453280256.00,150095675392.00,9170556,5563093,37698146,19457489,0,5562664,3
smallset/sorted32/part11,32,582.87,10,304630988800.00,2264480.25,339341901824.00,150315597824.00,9224355,5562842,35709887,19733804,0,5562577,4
smallset/sorted32/part12,32,582.87,11,309156347904.00,1921111.00,343774625792.00,149978267648.00,9197619,5563014,36872762,19890655,0,5562638,5
smallset/sorted32/part13,32,582.87,12,299192254464.00,135248.77,333826129920.00,149779906560.00,9146695,5562561,38306474,18980187,0,5562497,2
smallset/sorted32/part14,32,582.87,13,304610803712.00,817790.06,339598802944.00,149517828096.00,9079727,5562648,38679874,18656565,0,5562524,3
smallset/sorted32/part15,32,582.87,14,301148766208.00,1139798.88,336060874752.00,149666742272.00,8927947,5562622,37269633,18612685,0,5562516,3
smallset/sorted32/part16,32,582.87,15,311271063552.00,406987.88,345960022016.00,149693792256.00,9304076,5562584,36387290,19432959,0,5562505,3
smallset/sorted32/part17,32,582.87,16,306028347392.00,412341.97,340832845824.00,149830533120.00,9149572,5562636,35823484,19088678,0,5562523,2
smallset/sorted32/part18,32,582.87,17,291631038464.00,1281953.38,325504598016.00,149662433280.00,8566627,5562729,36042869,19172148,0,5562549,2
smallset/sorted32/part19,32,582.87,18,310679076864.00,301120.16,345497534464.00,149826109440.00,9218048,5562574,36857125,19601564,0,5562496,3
smallset/sorted32/part20,32,582.87,19,301441187840.00,391038.47,335500574720.00,150046572544.00,9052219,5562574,36745520,19447613,0,5562492,3
smallset/sorted32/part21,32,582.87,20,269781172224.00,2269051.25,303522283520.00,144547397632.00,7885046,5562819,33965936,19342672,0,5562568,7
smallset/sorted32/part22,32,582.87,21,307704070144.00,346377.31,341691236352.00,150017277952.00,9285975,5562577,37722348,19839231,0,5562498,3
smallset/sorted32/part23,32,582.87,22,252260368384.00,4888989.50,286375837696.00,144033873920.00,7633778,5563542,33519588,18961365,0,5562805,2
smallset/sorted32/part24,32,582.87,23,278168371200.00,1684409.00,312442650624.00,145271619584.00,8272980,5562705,36464754,18238449,0,5562541,5
smallset/sorted32/part25,32,582.87,24,303795175424.00,786665.25,337635147776.00,149639151616.00,9147615,5562581,37800954,20099615,0,5562499,2
smallset/sorted32/part26,32,582.87,25,310734422016.00,478522.88,344920653824.00,149795487744.00,9248182,5562595,37750033,20108871,0,5562500,5
smallset/sorted32/part27,32,582.87,26,295553695744.00,1048101.38,329633660928.00,149769355264.00,9130491,5562649,39074902,19082103,0,5562517,4
smallset/sorted32/part28,32,582.87,27,271679733760.00,2654671.00,304743153664.00,144467738624.00,8057671,5562976,34684888,19882448,0,5562612,4
smallset/sorted32/part29,32,582.87,28,273693933568.00,2169551.50,306722275328.00,144256270336.00,8098553,5562897,34868888,20675798,0,5562583,6
smallset/sorted32/part30,32,582.87,29,299293376512.00,639755.44,333731561472.00,149811724288.00,9153385,5562644,39047804,19075567,0,5562520,3
smallset/sorted32/part31,32,582.87,30,306228297728.00,0.00,340043399168.00,150293233664.00,9039997,5562510,38077491,20300348,0,5562472,4
smallset/sorted32/part32,32,582.87,31,282630881280.00,2771770.00,316180922368.00,144641163264.00,8087517,5562864,35517896,19585974,0,5562588,4
