Type,Threads,Total-Time,Thread-Id,Thread-Time,Root-Read-Wait,Root-Write-Wait,Readlock-Wait,Writelock-wait,Readlock-Aquired,Writelock-Aquired,Readlock-Failed,Writelock-Failed,LowFence-Overwrites,Optimistic-Successes,Optimistic-Failures
smallset/sorted08/part04,8,75.95,3,69.68,16805950464.00,99428.70,22433998848.00,17383532544.00,36013677,22250405,8621524,13292943,0,22250051,2
smallset/sorted08/part05,8,75.95,4,70.19,16533575680.00,93976.56,22359783424.00,18425079808.00,36445566,22250304,9905712,14550093,0,22250016,2
smallset/sorted08/part06,8,75.95,5,61.83,16897506304.00,124809.65,22787035136.00,10193294336.00,35967499,22250194,10960996,6943385,0,22249977,4
smallset/sorted08/part07,8,75.95,6,51.16,16732741632.00,776690.81,20980209664.00,3622959872.00,31111913,22253133,8363565,1137078,0,22250977,0
smallset/sorted08/part08,8,75.95,7,69.24,17152882688.00,129426.85,22795307008.00,16579647488.00,36251280,22250667,8742242,12459002,0,22250136,1
smallset/skew16/part01,16,350.58,0,326.73,250437419008.00,593055.00,253383655424.00,2886174976.00,19135219,11125408,78435869,63178,0,11125100,0
smallset/skew16/part02,16,350.58,1,316.74,241998643200.00,886584.44,244899921920.00,2912768512.00,18930666,11125474,76866854,69769,0,11125120,0
smallset/skew16/part03,16,350.58,2,341.96,265062236160.00,646354.69,268057657344.00,2837741056.00,19338325,11125576,79493676,70164,0,11125150,2
smallset/skew16/part04,16,350.58,3,299.65,226470789120.00,618184.31,229304352768.00,2884512256.00,18617598,11125631,73348874,78908,0,11125171,1
smallset/skew16/part05,16,350.58,4,342.67,265684631552.00,1761360.62,268757499904.00,2790463488.00,19495486,11126004,80069815,67640,0,11125297,1
smallset/skew16/part06,16,350.58,5,343.28,266761732096.00,1439565.12,269927858176.00,2787060992.00,19598619,11125907,80270970,63148,0,11125267,1
smallset/skew16/part07,16,350.58,6,343.10,268563005440.00,607173.19,271690252288.00,2733268224.00,19589254,11125292,78005601,58222,0,11125060,1
smallset/skew16/part08,16,350.58,7,344.88,270282719232.00,542064.75,273267048448.00,2679099392.00,19750890,11125200,76526041,55483,0,11125031,0
smallset/skew16/part09,16,350.58,8,338.03,265559556096.00,629569.19,268303417344.00,2859201024.00,19403533,11125330,79285325,57748,0,11125074,0
smallset/skew16/part10,16,350.58,9,343.49,268081496064.00,509186.62,270806417408.00,2877289472.00,19543770,11125267,78316011,54529,0,11125054,0
smallset/skew16/part11,16,350.58,10,344.26,267234770944.00,469604.97,269997228032.00,2872812800.00,19574017,11125217,77249185,55151,0,11125038,0
smallset/skew16/part12,16,350.58,11,322.86,248140447744.00,870706.69,250771013632.00,2958638336.00,19062002,11125355,76662794,57778,0,11125083,0
smallset/skew16/part13,16,350.58,12,344.30,269124927488.00,1060380.00,271917383680.00,2847759616.00,19633746,11125312,77766810,55275,0,11125068,0
smallset/skew16/part14,16,350.58,13,331.85,255691882496.00,1480248.12,258352594944.00,2882042624.00,19219205,11125600,77489632,51837,0,11125164,0
smallset/skew16/part15,16,350.58,14,344.49,265626025984.00,1218269.25,268347424768.00,2841040128.00,19503186,11125508,76599406,53778,0,11125131,1
smallset/skew16/part16,16,350.58,15,312.68,237135101952.00,1232495.75,239746351104.00,2911999488.00,18904351,11125491,74202169,54929,0,11125129,0
smallset/sorted16/part01,16,314.98,0,262.07,181659205632.00,410420.00,203191435264.00,7537211904.00,16375674,11125263,65900237,2505926,0,11125040,2
smallset/sorted16/part02,16,314.98,1,228.95,152761991168.00,3665309.25,173016940544.00,6406283264.00,15533250,11126869,58867459,2088945,0,11125578,4
smallset/sorted16/part03,16,314.98,2,297.97,213795258368.00,1147635.62,236944375808.00,6237313536.00,17530816,11125310,70566106,2063067,0,11125060,2
smallset/sorted16/part04,16,314.98,3,268.19,181100052480.00,1245542.50,202476765184.00,9213497344.00,17189944,11126325,67441797,2836949,0,11125384,4
smallset/sorted16/part05,16,314.98,4,307.07,216617058304.00,1044224.38,240489152512.00,9437298688.00,18721938,11125760,72453982,3163980,0,11125195,3
smallset/sorted16/part06,16,314.98,5,307.60,216613666816.00,1130321.25,240528572416.00,9426082816.00,18749137,11125755,71977542,3181538,0,11125190,4
smallset/sorted16/part07,16,314.98,6,309.35,219269742592.00,228980.28,243105529856.00,8852997120.00,19011980,11125225,68012781,2664406,0,11125020,4
smallset/sorted16/part08,16,314.98,7,307.73,216851857408.00,272297.06,240507813888.00,9274819584.00,18731252,11125263,69463565,2800910,0,11125028,7
smallset/sorted16/part09,16,314.98,8,309.11,220464250880.00,139942.56,244197703680.00,9228532736.00,18745652,11125162,69764166,2894773,0,11125003,1
smallset/sorted16/part10,16,314.98,9,271.66,186155319296.00,395466.03,207842541568.00,9303575552.00,17194292,11125241,67489851,2804503,0,11125018,4
smallset/sorted16/part11,16,314.98,10,301.74,218622722048.00,464563.03,241917198336.00,6215540736.00,17542939,11125192,69720592,1988788,0,11125026,0
smallset/sorted16/part12,16,314.98,11,261.57,177259970560.00,522682.62,198471598080.00,9203838976.00,17022427,11125273,65664276,2780850,0,11125035,3
smallset/sorted16/part13,16,314.98,12,308.97,220343746560.00,328120.84,244141834240.00,9118737408.00,18756111,11125314,69798554,2862847,0,11125047,5
smallset/sorted16/part14,16,314.98,13,300.82,216048549888.00,1776456.00,239146123264.00,6000093696.00,17263336,11125707,69004368,1824242,0,11125192,2
smallset/sorted16/part15,16,314.98,14,288.34,198771638272.00,581519.69,220931751936.00,8784621568.00,17700432,11125386,69240026,2681153,0,11125081,3
smallset/sorted16/part16,16,314.98,15,307.72,216811012096.00,606596.56,240146464768.00,8892831744.00,18578311,11125331,70411337,2715417,0,11125049,6
smallset/skew32/part01,32,469.73,0,437.12,336139812864.00,2248916.50,340372815872.00,2264479488.00,10098268,5562743,42080055,70261,0,5562563,0
smallset/skew32/part02,32,469.73,1,461.07,366192066560.00,1475184.88,370444894208.00,2206686976.00,10083051,5562789,41818584,73248,0,5562577,0
smallset/skew32/part03,32,469.73,2,459.26,360860844032.00,1151326.75,365091356672.00,2228793088.00,10060452,5562671,41749992,75232,0,5562539,0
smallset/skew32/part04,32,469.73,3,457.40,358647103488.00,1915955.88,362723475456.00,2267864064.00,9746516,5562708,42388446,74591,0,5562550,1
smallset/skew32/part05,32,469.73,4,444.64,344251301888.00,1458757.50,348339240960.00,2277466880.00,9833630,5562702,41994919,75838,0,5562549,0
smallset/skew32/part06,32,469.73,5,460.69,365192118272.00,1079256.25,369455529984.00,2206577408.00,10135948,5562700,41340729,73694,0,5562549,0
smallset/skew32/part07,32,469.73,6,459.67,358868844544.00,1717426.50,363149230080.00,2227766784.00,10122397,5562731,41120014,78382,0,5562559,0
smallset/skew32/part08,32,469.73,7,441.87,343255318528.00,3148049.00,347312029696.00,2313105152.00,9542577,5562998,42030656,87753,0,5562649,0
smallset/skew32/part09,32,469.73,8,458.72,353799438336.00,2666462.25,358150569984.00,2348257280.00,10028329,5562931,40365929,93309,0,5562626,0
smallset/skew32/part10,32,469.73,9,458.46,353922580480.00,3510856.25,358338330624.00,2347950848.00,10020865,5562941,40353639,92116,0,5562627,0
smallset/skew32/part11,32,469.73,10,457.66,353127596032.00,2359846.25,357547999232.00,2356398080.00,10010828,5562899,40399826,93106,0,5562615,0
smallset/skew32/part12,32,469.73,11,373.29,272400056320.00,2651220.75,276200226816.00,2401606912.00,9481398,5562967,34139372,88278,0,5562637,0
smallset/skew32/part13,32,469.73,12,417.64,313935691776.00,1157981.38,317964681216.00,2368651520.00,9719334,5562571,37646964,84379,0,5562505,0
smallset/skew32/part14,32,469.73,13,434.13,330015539200.00,1873945.75,334094794752.00,2360383744.00,9816029,5562752,38878537,84179,0,5562565,0
smallset/skew32/part15,32,469.73,14,458.38,353325744128.00,291112.69,357609046016.00,2323634432.00,10019806,5562571,40592097,89299,0,5562503,0
smallset/skew32/part16,32,469.73,15,449.80,348004024320.00,744374.31,352246071296.00,2343604992.00,9949551,5562596,40642142,86941,0,5562516,0
smallset/skew32/part17,32,469.73,16,458.21,352587743232.00,1351837.38,356876484608.00,2360962048.00,10007149,5562641,40168470,87806,0,5562528,1
smallset/skew32/part18,32,469.73,17,455.50,351961841664.00,1316872.50,356180262912.00,2352376832.00,9871949,5562714,39955618,95880,0,5562551,0
smallset/skew32/part19,32,469.73,18,458.23,352270647296.00,657545.94,356546805760.00,2395355392.00,9996746,5562614,40096485,84148,0,5562516,1
smallset/skew32/part20,32,469.73,19,436.14,329139912704.00,1555917.62,333284605952.00,2446339328.00,9810058,5562628,38738002,79984,0,5562525,0
smallset/skew32/part21,32,469.73,20,374.32,271892692992.00,1013718.44,275646447616.00,2461633792.00,9478152,5562686,33907718,79596,0,5562543,0
smallset/skew32/part22,32,469.73,21,457.15,351385059328.00,1777974.25,355741827072.00,2409858304.00,10000145,5562661,40165483,82702,0,5562534,1
smallset/skew32/part23,32,469.73,22,418.30,308177567744.00,1458616.88,312219238400.00,2456178432.00,9705993,5562706,37398713,72433,0,5562547,0
smallset/skew32/part24,32,469.73,23,448.64,342959325184.00,1222716.62,347177746432.00,2421701376.00,9822387,5562772,39916582,86282,0,5562566,2
smallset/skew32/part25,32,469.73,24,460.73,344750063616.00,1500009.12,349133438976.00,2546301952.00,9851263,5562804,35184463,80863,0,5562578,1
smallset/skew32/part26,32,469.73,25,414.44,296040366080.00,2056557.50,300163694592.00,2612792320.00,9645079,5562787,33160220,73195,0,5562574,1
smallset/skew32/part27,32,469.73,26,461.17,346482966528.00,1459622.00,350856642560.00,2396533760.00,10081352,5562748,34789256,69641,0,5562565,0
smallset/skew32/part28,32,469.73,27,461.29,346116423680.00,1643984.88,350459363328.00,2389516544.00,10097916,5562717,34628368,71154,0,5562555,0
smallset/skew32/part29,32,469.73,28,458.92,336322068480.00,2466498.25,340718059520.00,2541681408.00,9936033,5562779,35016599,70233,0,5562575,0
smallset/skew32/part30,32,469.73,29,451.61,327420674048.00,1616291.00,331751161856.00,2568514048.00,9853453,5562730,34831414,70096,0,5562556,1
smallset/skew32/part31,32,469.73,30,461.25,349162176512.00,1805490.50,353485094912.00,2401088000.00,10097246,5562765,34718332,68077,0,5562571,0
smallset/skew32/part32,32,469.73,31,461.11,349173907456.00,2560122.50,353553022976.00,2412814848.00,10090186,5562799,34771103,69226,0,5562582,0
smallset/sorted32/part01,32,443.49,0,407.34,261924044800.00,967272.44,280525832192.00,39988928512.00,9182714,5562735,31183657,5445958,0,5562528,7
smallset/sorted32/part02,32,443.49,1,435.83,274793447424.00,1114625.75,294062653440.00,61420380160.00,9608076,5562734,30534972,11611376,0,5562519,16
smallset/sorted32/part03,32,443.49,2,435.69,276530954240.00,1066806.38,295925514240.00,60873789440.00,9541678,5562702,30475836,11584154,0,5562509,14
smallset/sorted32/part04,32,443.49,3,435.79,275185860608.00,751521.69,294858653696.00,61326159872.00,9647036,5562673,30397150,11535882,0,5562494,17
smallset/sorted32/part05,32,443.49,4,431.19,270700625920.00,1361185.50,290405187584.00,60316090368.00,9521960,5562760,30481442,10704874,0,5562527,12
smallset/sorted32/part06,32,443.49,5,419.56,266192207872.00,425842.62,285673816064.00,51729551360.00,9247481,5562745,30507965,7943035,0,5562526,13
smallset/sorted32/part07,32,443.49,6,407.75,262764380160.00,741707.25,282336788480.00,40364355584.00,9133755,5562787,30665629,5137712,0,5562546,11
smallset/sorted32/part08,32,443.49,7,435.79,276577681408.00,1421144.38,295624671232.00,60897173504.00,9630757,5562795,30172045,11012889,0,5562541,14
smallset/sorted32/part09,32,443.49,8,401.96,258045788160.00,3280000.25,277104852992.00,40440164352.00,8884221,5563196,34149919,5289106,0,5562668,21
smallset/sorted32/part10,32,443.49,9,429.16,277076312064.00,1439153.00,296672985088.00,59596480512.00,9461856,5562933,33807393,10704042,0,5562585,16
smallset/sorted32/part11,32,443.49,10,435.70,279707418624.00,906917.56,299195924480.00,61748191232.00,9575761,5562810,33578049,11937214,0,5562545,12
smallset/sorted32/part12,32,443.49,11,434.55,279087480832.00,1985158.12,298249125888.00,61382025216.00,9536359,5562905,33805848,12116489,0,5562581,11
smallset/sorted32/part13,32,443.49,12,435.43,279530110976.00,173655.33,298773118976.00,61733023744.00,9543776,5562643,33684952,11924963,0,5562486,15
smallset/sorted32/part14,32,443.49,13,424.77,277424865280.00,839279.44,296227602432.00,55990308864.00,9250800,5562677,33023633,9332227,0,5562502,15
smallset/sorted32/part15,32,443.49,14,397.71,254293819392.00,815395.75,273085366272.00,40525217792.00,8769334,5562665,34606608,5439587,0,5562494,15
smallset/sorted32/part16,32,443.49,15,353.01,236944310272.00,1494821.50,251011055616.00,30551771136.00,7694468,5562698,31257085,5676169,0,5562523,3
smallset/sorted32/part17,32,443.49,16,350.18,236279463936.00,1703681.00,250682736640.00,31389646848.00,7677269,5562824,31424529,5825065,0,5562557,4
smallset/sorted32/part18,32,443.49,17,395.27,272582754304.00,819768.94,290866561024.00,38780588032.00,8277857,5562682,34033287,6598395,0,5562507,10
smallset/sorted32/part19,32,443.49,18,344.05,226962817024.00,6779889.50,242611355648.00,34203987968.00,7601347,5563612,30558816,5979156,0,5562815,4
smallset/sorted32/part20,32,443.49,19,350.79,235035361280.00,2111189.50,250474659840.00,31842658304.00,7701376,5562801,31601103,5776919,0,5562536,7
smallset/sorted32/part21,32,443.49,20,392.40,274568478720.00,745988.94,293551308800.00,31623258112.00,8282559,5562667,34957533,5894045,0,5562514,5
smallset/sorted32/part22,32,443.49,21,400.05,276502478848.00,855131.50,295564836864.00,37785964544.00,8408276,5562815,34737353,6428516,0,5562564,7
smallset/sorted32/part23,32,443.49,22,397.61,273455251456.00,935957.06,292235509760.00,37176922112.00,8338057,5562870,34892022,6710559,0,5562570,7
smallset/sorted32/part24,32,443.49,23,395.37,273929273344.00,648175.94,292053286912.00,34695606272.00,8319588,5562697,35091684,6151581,0,5562514,12
smallset/sorted32/part25,32,443.49,24,363.11,251621965824.00,1151653.12,267276550144.00,30760026112.00,7916864,5562742,36157253,5451850,0,5562537,6
smallset/sorted32/part26,32,443.49,25,344.60,233584312320.00,2612004.75,248689000448.00,30786854912.00,7654255,5563009,34465596,5795599,0,5562620,3
smallset/sorted32/part27,32,443.49,26,424.17,284427780096.00,814671.44,303644737536.00,55498305536.00,9645876,5562758,35801223,10522115,0,5562524,15
smallset/sorted32/part28,32,443.49,27,399.15,283034353664.00,2573956.50,301729808384.00,34319489024.00,8359214,5562915,36304189,5413820,0,5562607,4
smallset/sorted32/part29,32,443.49,28,399.98,280535433216.00,839299.94,298659905536.00,38530039808.00,8394267,5562786,35366188,5744161,0,5562548,9
smallset/sorted32/part30,32,443.49,29,356.50,245088567296.00,1470883.12,260222255104.00,30680788992.00,7776989,5562838,35735282,5878549,0,5562575,2
smallset/sorted32/part31,32,443.49,30,420.73,284672557056.00,1756251.88,303410479104.00,52702756864.00,9630378,5562751,35792133,9428449,0,5562529,9
smallset/sorted32/part32,32,443.49,31,422.42,282963116032.00,0.00,302235615232.00,54731161600.00,9643131,5562566,35131684,10089366,0,5562463,13
